Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date,Base Score
1670822,Kasturi  ,Convenience Store,3580,W 3rd St,,Los Angeles,CA,90020,2082,LOS ANGELES,34.0689,-118.2937,2025-12-30,,1
1658963,Family Marketing  ,Convenience Store,5971,S Main St,Unit 104,Los Angeles,CA,90003,1257,LOS ANGELES,33.98544,-118.2744,2025-12-18,,1
1667445,Jk Liquor  ,Convenience Store,9621,S Normandie Ave,,Los Angeles,CA,90044,1821,LOS ANGELES,33.94788,-118.3005,2025-12-18,,1
1672423,7 Eleven Store 41239 B  ,Convenience Store,348,W Arbor Vitae St,,Inglewood,CA,90301,3752,LOS ANGELES,33.95243,-118.3611,2025-12-18,,1
1666398,Gorty Market  ,Convenience Store,867,E Vernon Ave,,Los Angeles,CA,90011,3738,LOS ANGELES,34.00413,-118.2604,2025-12-17,,1
1660341,La Princesita Meat Market  ,Medium Grocery Store,2514,E Cesar E Chavez Ave,,Los Angeles,CA,90033,3004,LOS ANGELES,34.04585,-118.2061,2025-12-17,,3
1671276,3 Jays Liquor  ,Convenience Store,2333,W Washington Blvd,,Los Angeles,CA,90018,1446,LOS ANGELES,34.04016,-118.3127,2025-12-12,,1
1665960,La Pradera Market  ,Convenience Store,1611,James M Wood Blvd,,Los Angeles,CA,90015,1005,LOS ANGELES,34.05114,-118.2735,2025-12-09,,1
1655126,ABS Liquor  ,Convenience Store,3233,Tweedy Blvd,,South Gate,CA,90280,4326,LOS ANGELES,33.94525,-118.2144,2025-12-09,,1
978408,Gardena Arco  ,Convenience Store,854,W El Segundo Blvd,,Gardena,CA,90247,1723,LOS ANGELES,33.91608,-118.2912,2025-12-09,,1
1668712,Amigo Market  ,Convenience Store,2609,W Temple St,,Los Angeles,CA,90026,4821,LOS ANGELES,34.0728,-118.2751,2025-12-08,,1
1669799,M & M Mini-Market Tobooco  ,Convenience Store,5905,S Normandie Ave,,Los Angeles,CA,90044,2818,LOS ANGELES,33.98733,-118.3004,2025-12-02,,1
1670260,Franklin & Gower Service Station  ,Convenience Store,6100,Franklin Ave,,Los Angeles,CA,90028,5206,LOS ANGELES,34.10497,-118.3228,2025-12-01,,1
376381,Karabagh Meat Market  ,Large Grocery Store,5363,Santa Monica Blvd,,Los Angeles,CA,90029,1105,LOS ANGELES,34.09114,-118.3061,2025-11-28,,4
1661871,Ford Liquor Market  ,Convenience Store,7887,Garfield Ave,,Bell Gardens,CA,90201,5615,LOS ANGELES,33.96006,-118.1564,2025-11-25,,1
1668418,Skid Row People's Market LLC  ,Convenience Store,453,S San Pedro St,,Los Angeles,CA,90013,2129,LOS ANGELES,34.04448,-118.2439,2025-11-25,,1
1666327,Washington Mini Market  ,Small Grocery Store,3404,W Washington Blvd,,Los Angeles,CA,90018,1252,LOS ANGELES,34.0396,-118.3217,2025-11-24,,2
844026,Brooklyn Liquor  ,Convenience Store,2101,E Cesar E Chavez Ave,,Los Angeles,CA,90033,1822,LOS ANGELES,34.04856,-118.2112,2025-11-24,,1
1670432,7 Eleven Store 37062B  ,Convenience Store,7117,S Vermont Ave,,Los Angeles,CA,90044,5248,LOS ANGELES,33.97499,-118.292,2025-11-24,,1
1665403,Carniceria & Market Guadalajara ,Medium Grocery Store,5705,Atlantic Blvd,,Maywood,CA,90270,4920,LOS ANGELES,33.98888,-118.1861,2025-11-21,,3
1661602,Pomona Market  ,Convenience Store,2747,Lincoln Park Ave,,Los Angeles,CA,90031,2428,LOS ANGELES,34.07858,-118.203,2025-11-20,,1
1664150,Potosina 2  ,Convenience Store,4140,Whittier Blvd,,Los Angeles,CA,90023,2520,LOS ANGELES,34.02374,-118.181,2025-11-19,,1
1666846,Imo Market Llc  ,Convenience Store,5408,S Western Ave,,Los Angeles,CA,90062,2704,LOS ANGELES,33.99302,-118.3088,2025-11-18,,1
1664299,Ali's Mini Market  ,Convenience Store,8322,Compton Ave,,Los Angeles,CA,90001,3918,LOS ANGELES,33.96312,-118.2475,2025-11-18,,1
1673894,Sprouts Farmers Market 486,Supermarket,1433,Glendale Blvd, ,Los Angeles,CA,90026,2428,LOS ANGELES,34.0809,-118.2604,2025-11-17,,5
1662857,Csu - Los Angeles Village Dining Market  ,Convenience Store,5500,Paseo Rancho Castilla,,Los Angeles,CA,90032,1877,LOS ANGELES,34.07078,-118.1646,2025-11-17,,1
1672207,7 Eleven Store 37754 B  ,Convenience Store,1717,S Soto St,,Los Angeles,CA,90023,2637,LOS ANGELES,34.01764,-118.2205,2025-11-17,,1
1670428,Westside Euromart  ,Convenience Store,10857,Santa Monica Blvd,,Los Angeles,CA,90025,4615,LOS ANGELES,34.05018,-118.4369,2025-11-17,,1
1666668,Number 2 Smokes Inc  ,Convenience Store,425,E Imperial Hwy,#E,Los Angeles,CA,90061, ,LOS ANGELES,33.93122,-118.2656,2025-11-17,,1
1649615,Giant Liquor  ,Convenience Store,455,W Florence Ave,Ste D,Los Angeles,CA,90003,1712,LOS ANGELES,33.97503,-118.2823,2025-11-17,,1
1661201,Oyha Mini Market o,Convenience Store,1815,W Jefferson Blvd,,Los Angeles,CA,90018,3434,LOS ANGELES,34.02568,-118.3095,2025-11-17,,1
1193587,Chayo Market  ,Convenience Store,2916,Maple Ave,,Los Angeles,CA,90011,1942,LOS ANGELES,34.02055,-118.267,2025-11-17,,1
1398394,El Quelite Produce  ,Medium Grocery Store,3100,E Imperial Hwy,Ste B1 1305,Lynwood,CA,90262,3202,LOS ANGELES,33.92939,-118.2151,2025-11-14,,3
1664014,Go 1 Market  ,Convenience Store,11151,Avalon Blvd,Ste 110,Los Angeles,CA,90061,3077,LOS ANGELES,33.93346,-118.2655,2025-11-14,,1
1664358,Jiffy Liquor Market  ,Convenience Store,4057,Slauson Ave,,Maywood,CA,90270,2739,LOS ANGELES,33.98817,-118.1927,2025-11-14,,1
1673307,Northgate 47,Super Store,11630,Long Beach Blvd, ,Lynwood,CA,90262,4324,LOS ANGELES,33.92262,-118.2096,2025-11-13,,3
1668359,Mora Smoke And Market  ,Convenience Store,3612,W Slauson Ave,,Los Angeles,CA,90043,2900,LOS ANGELES,33.98891,-118.3352,2025-11-13,,1
1668848,Angel Market ,Convenience Store,5107,W Sunset Blvd,,Los Angeles,CA,90027,5715,LOS ANGELES,34.09829,-118.3008,2025-11-13,,1
1666379,Sy Market  ,Convenience Store,5420,S Vermont Ave,,Los Angeles,CA,90037,3532,LOS ANGELES,33.99304,-118.2914,2025-11-13,,1
1594665,Quickmart  ,Convenience Store,216,E 6th St,,Los Angeles,CA,90014,2119,LOS ANGELES,34.04367,-118.2492,2025-10-23,2025-12-09,1
1607866,Janeths Market 2  ,Convenience Store,4730,S Normandie Ave,,Los Angeles,CA,90037,2855,LOS ANGELES,33.99976,-118.2999,2025-10-23,2025-12-09,1
1665211,7 Eleven Store 19667 E  ,Convenience Store,6701,Santa Monica Blvd,,Los Angeles,CA,90038,1202,LOS ANGELES,34.09089,-118.3364,2025-09-29,,1
1510669,Video Dvd Mart  ,Small Grocery Store,363,S Western Ave,,Los Angeles,CA,90020,3804,LOS ANGELES,34.0674,-118.3095,2025-09-29,,2
1668745,Apple Mini Market  ,Convenience Store,8922,S Central Ave,,Los Angeles,CA,90002,1738,LOS ANGELES,33.95493,-118.2562,2025-09-29,,1
1667584,Hg Mini Mart & Tobacco  ,Convenience Store,4401,S Main St,,Los Angeles,CA,90037,2731,LOS ANGELES,34.00332,-118.2744,2025-09-26,,1
1192116,Azteca Market  ,Convenience Store,9020,Long Beach Blvd, ,South Gate,CA,90280,2810,LOS ANGELES,33.95379,-118.2191,2025-09-23,,1
1647065,Big Apple  ,Convenience Store,630,S Los Angeles St,Ste B1,Los Angeles,CA,90014,3452,LOS ANGELES,34.04388,-118.2495,2025-09-23,,1
1664332,Giant Dollar  ,Combination Grocery/Other,3351,Tweedy Blvd,,South Gate,CA,90280,4349,LOS ANGELES,33.94499,-118.2102,2025-09-23,,2
1661883,East La Cold Beer & Wine Groceries Market ,Convenience Store,3318,City Terrace Dr,,Los Angeles,CA,90063,3842,LOS ANGELES,34.04893,-118.189,2025-09-23,,1
1634725,Chla C-store  ,Convenience Store,4650,West Sunset,Mailstop 9 #1008,Los Angeles,CA,90027, ,LOS ANGELES,34.09788,-118.2906,2025-09-22,,1
1651096,Green Life Market And Deli no,Convenience Store,664,S Bixel St,,Los Angeles,CA,90017,2445,LOS ANGELES,34.05187,-118.2635,2025-09-22,,1
982256,Columbia Liquor  ,Convenience Store,5901,Compton Ave,,Los Angeles,CA,90001,1309,LOS ANGELES,33.98692,-118.248,2025-09-19,,1
1661864,Rosevan Liquor Market  ,Convenience Store,14306,Van Ness Ave,,Gardena,CA,90249,2926,LOS ANGELES,33.90147,-118.3176,2025-09-16,,1
1211980,Mia's Mini Market 1,Small Grocery Store,3900,Denker Ave,,Los Angeles,CA,90062,1140,LOS ANGELES,34.01538,-118.3043,2025-09-16,,2
1665299,Beverly Hills Farmers' Market  ,Farmers' Market,9300,Civic Center Dr, ,Beverly Hills,CA,90210,3604,LOS ANGELES,34.07637,-118.396,2025-09-15,,5
1665213,7 Eleven Store 34491 C  ,Convenience Store,3791,Martin Luther King Jr Blvd,,Lynwood,CA,90262,3507,LOS ANGELES,33.92855,-118.1997,2025-09-15,,1
1670461,KENK USA 63286,Convenience Store,5756,Whittier Blvd, ,Commerce,CA,90022,4233,LOS ANGELES,34.01793,-118.1464,2025-09-12,,1
1670458,KENK USA 63279,Convenience Store,2251,N Figueroa St, ,Los Angeles,CA,90065,1023,LOS ANGELES,34.0839,-118.2229,2025-09-12,,1
1670476,STAR MSO 63254,Convenience Store,5230,W Rosecrans Ave, ,Hawthorne,CA,90250,6647,LOS ANGELES,33.90149,-118.3717,2025-09-12,,1
1670471,STAR MSO 63191,Convenience Store,11890,Hawthorne Blvd, ,Hawthorne,CA,90250,3014,LOS ANGELES,33.92579,-118.3521,2025-09-12,,1
1670481,STAR MSO 68557,Convenience Store,4660,W Slauson Ave, ,Los Angeles,CA,90043,2722,LOS ANGELES,33.98821,-118.3582,2025-09-12,,1
1670477,STAR MSO 63256,Convenience Store,4015,Redondo Beach Blvd, ,Lawndale,CA,90260,3010,LOS ANGELES,33.87739,-118.3444,2025-09-12,,1
1670459,KENK USA 63281,Convenience Store,1205,S Alvarado St, ,Los Angeles,CA,90006,4119,LOS ANGELES,34.0487,-118.282,2025-09-12,,1
1670464,STAR MSO 6373,Convenience Store,29145,Heathercliff Rd, ,Malibu,CA,90265,4124,LOS ANGELES,34.0217,-118.8091,2025-09-12,,1
1670480,STAR MSO 68544,Convenience Store,804,W Manchester Blvd, ,Inglewood,CA,90301,1525,LOS ANGELES,33.9613,-118.3705,2025-09-12,,1
1670478,STAR MSO 63257,Convenience Store,16515,Hawthorne Blvd, ,Lawndale,CA,90260,2916,LOS ANGELES,33.88042,-118.353,2025-09-12,,1
1662288,Smart 8 ,Combination Grocery/Other,4801,S Main St,,Los Angeles,CA,90037,3218,LOS ANGELES,33.99902,-118.2742,2025-09-10,,2
1663557,Los Feliz Farmers Market  ,Farmers' Market,1900,N Vermont Ave,,Los Angeles,CA,90027,1899,LOS ANGELES,34.10562,-118.2916,2025-09-04,,5
1663397,Little Tokyo Farmers Market  ,Farmers' Market,240,S San Pedro St, ,Los Angeles,CA,90012,3814,LOS ANGELES,34.04809,-118.2418,2025-08-28,,5
1663491,51st Mart  ,Large Grocery Store,5026,Avalon Blvd,,Los Angeles,CA,90011,4005,LOS ANGELES,33.99686,-118.2647,2025-08-26,,4
769461,Stan's Liquor  ,Convenience Store,842,W Manchester Blvd,,Inglewood,CA,90301,1525,LOS ANGELES,33.96121,-118.3715,2025-08-25,2025-11-17,1
1664656,Los Angeles City College Bookstore  ,Convenience Store,755,N New Hampshire Ave,,Los Angeles,CA,90029,3591,LOS ANGELES,34.08536,-118.293,2025-08-25,,1
1642163,Lily's Market  ,Convenience Store,11416,S Vermont Ave,,Los Angeles,CA,90044,6520,LOS ANGELES,33.93049,-118.2913,2025-08-25,,1
976127,C&h Discountmarket 0,Convenience Store,7611,S Vermont Ave,,Los Angeles,CA,90044,5132,LOS ANGELES,33.97065,-118.2921,2025-08-25,,1
1649117,Ma Luz Market  ,Small Grocery Store,3891,E 5th St,,Los Angeles,CA,90063,1502,LOS ANGELES,34.02946,-118.185,2025-08-21,,2
1667492,Loyola Marymount Univeristy POD  ,Convenience Store,1950,Ignatian Circle,Loyola Marymount University,Los Angeles,CA,90045, ,LOS ANGELES,33.97198,-118.4165,2025-08-19,,1
1658163,Johny Liquor  ,Convenience Store,11631,Atlantic Ave,,Lynwood,CA,90262,3831,LOS ANGELES,33.91818,-118.1891,2025-08-15,,1
1661161,Sons Convenience Store  ,Convenience Store,16411,S Normandie Ave,,Gardena,CA,90247,4718,LOS ANGELES,33.88154,-118.3001,2025-08-12,,1
1657319,Banks Mini-market  ,Convenience Store,6635,S Hoover St,,Los Angeles,CA,90044,6230,LOS ANGELES,33.97889,-118.2873,2025-08-12,,1
1652691,El Centro Market  ,Convenience Store,3414,Fowler St,,Los Angeles,CA,90063,2512,LOS ANGELES,34.05828,-118.1886,2025-08-12,,1
1649232,Dino Mart  ,Convenience Store,12003,S Figueroa St, ,Los Angeles,CA,90061,1303,LOS ANGELES,33.92343,-118.2829,2025-08-12,,1
1372266,Fish Land  ,Seafood Specialty,12530,Long Beach Blvd,,Lynwood,CA,90262,5124,LOS ANGELES,33.91278,-118.2087,2025-08-12,,2
358331,Beto's Market  ,Medium Grocery Store,2252,Venice Blvd,,Los Angeles,CA,90006,5115,LOS ANGELES,34.04343,-118.3079,2025-08-06,,3
1650648,Evrena Trading Inc  ,Convenience Store,427,Wall St,,Los Angeles,CA,90013,1516,LOS ANGELES,34.04578,-118.2453,2025-08-06,,1
1650729,Estradas Meat Market 1,Small Grocery Store,12005,Garfield Ave,,South Gate,CA,90280,7822,LOS ANGELES,33.91798,-118.1691,2025-08-01,,2
1654538,Luxor Mini Market Inc  ,Convenience Store,10404,S Vermont Ave,,Los Angeles,CA,90044,3136,LOS ANGELES,33.94212,-118.2914,2025-07-31,,1
1638220,Corazon Market  ,Convenience Store,1549,Glendale Blvd,,Los Angeles,CA,90026,2430,LOS ANGELES,34.08332,-118.2602,2025-07-31,,1
1654753,Ab Brothers Market Inc  ,Convenience Store,1869,E 1st St,,Los Angeles,CA,90033,3410,LOS ANGELES,34.04675,-118.2176,2025-07-31,,1
537831,Imperial Market  ,Large Grocery Store,3100,E Imperial Hwy,Ste 1300,Lynwood,CA,90262,3202,LOS ANGELES,33.92939,-118.2151,2025-07-28,,4
1648604,Chaves Market & Tobacco  ,Convenience Store,4151,San Pedro Pl,,Los Angeles,CA,90011,2916,LOS ANGELES,34.00803,-118.2703,2025-07-28,,1
1648928,Bani Market  ,Convenience Store,591,S la Brea Ave,,Inglewood,CA,90301,2723,LOS ANGELES,33.95684,-118.3527,2025-07-28,,1
1653627,Astro Liquor  ,Convenience Store,10004,S Central Ave,,Los Angeles,CA,90002,3340,LOS ANGELES,33.94586,-118.2538,2025-07-28,,1
1650295,Genesis Market  ,Convenience Store,601,E Manchester Ave,,Los Angeles,CA,90001,3630,LOS ANGELES,33.96038,-118.2648,2025-07-28,,1
1652410,Reads Liquor  ,Convenience Store,306-308,S Alvarado St, ,Los Angeles,CA,90057, ,LOS ANGELES,34.06262,-118.2725,2025-07-24,,1
1652356,Maple Liquor  ,Convenience Store,1234,Maple Ave,,Los Angeles,CA,90015,2604,LOS ANGELES,34.03465,-118.2568,2025-07-22,,1
1653819,M&M Oil LLC  ,Convenience Store,484,E Imperial Hwy,,Los Angeles,CA,90061,3030,LOS ANGELES,33.93075,-118.2655,2025-07-22,,1
1654986,La Regional Market  ,Small Grocery Store,5171,Santa Monica Blvd,,Los Angeles,CA,90029,2427,LOS ANGELES,34.09106,-118.302,2025-07-22,,2
1650768,Viva La Beer Market  ,Convenience Store,1001,S Vermont Ave,Ste 105,Los Angeles,CA,90006,2770,LOS ANGELES,34.05212,-118.2921,2025-07-18,,1
1641939,Miracle Mile Cfm  ,Farmers' Market,5700,Wilshire Blvd,,Los Angeles,CA,90036,3627,LOS ANGELES,34.0615,-118.3535,2025-07-18,,5
1658949,Grocery Outlet Of Compton Ca 304,Supermarket,2175,W Rosecrans Ave, ,Compton,CA,90222,3855,LOS ANGELES,33.90374,-118.2552,2025-07-17,,5
1659107,California Market  ,Super Store,450,S Western Ave,Ste 100,Los Angeles,CA,90020,4199,LOS ANGELES,34.06577,-118.3085,2025-07-16,,3
1635377,Lunas Market #2  ,Convenience Store,968,S San Pedro St,,Los Angeles,CA,90015,1824,LOS ANGELES,34.03603,-118.2512,2025-07-14,,1
1654503,Gas Bros Inc NA,Convenience Store,9002,Imperial Hwy,,Downey,CA,90242,2712,LOS ANGELES,33.9167,-118.1374,2025-07-14,2025-11-26,1
898834,Alameda Market  ,Small Grocery Store,4501,S Alameda St,,Vernon,CA,90058,2010,LOS ANGELES,34.00257,-118.2391,2025-07-09,,2
1652960,Beriozka  ,Small Grocery Store,7610,Santa Monica Blvd,,West Hollywood,CA,90046,6409,LOS ANGELES,34.09074,-118.3554,2025-07-09,,2
1649937,Oasis Market  ,Convenience Store,5075,Randolph St,,Maywood,CA,90270,3422,LOS ANGELES,33.98058,-118.1741,2025-07-02,,1
1647446,Friendly Market  ,Convenience Store,2921,E 8th St,,Los Angeles,CA,90023,2128,LOS ANGELES,34.02558,-118.2133,2025-06-27,,1
1650184,Rahf Market 2  ,Convenience Store,417,W El Segundo Blvd,Ste 1,Los Angeles,CA,90061,1151,LOS ANGELES,33.91682,-118.2819,2025-06-25,,1
1652242,First Choice  ,Convenience Store,457,W Gardena Blvd,,Gardena,CA,90248,2740,LOS ANGELES,33.88221,-118.2823,2025-06-25,,1
1652464,Dollar King 12,Combination Grocery/Other,2700,Colorado Blvd,Ste 152,Los Angeles,CA,90041,1088,LOS ANGELES,34.1413,-118.2251,2025-06-25,,2
1652358,Rite Way Market  ,Convenience Store,524,W Alondra Blvd,,Compton,CA,90220,4655,LOS ANGELES,33.88849,-118.2327,2025-06-25,,1
1638336,Dino Mart  ,Convenience Store,8514,S Hoover St,Bldg 101,Los Angeles,CA,90044,4902,LOS ANGELES,33.96072,-118.2869,2025-06-25,,1
1650181,Rahf Market 1  ,Convenience Store,10714,S Western Ave,Ste 101B,Los Angeles,CA,90047,4464,LOS ANGELES,33.93864,-118.3085,2025-06-25,,1
1116145,Zydus Corp  ,Convenience Store,9522,Firestone Blvd,,Downey,CA,90241,5506,LOS ANGELES,33.93009,-118.1137,2025-06-17,,1
1648867,Happy Stop Liquor  ,Convenience Store,10712,Avalon Blvd,,Los Angeles,CA,90061,2522,LOS ANGELES,33.93888,-118.2649,2025-06-03,,1
1642046,3rd St. Market & Deli  ,Convenience Store,4600,E 3rd St,,Los Angeles,CA,90022,1615,LOS ANGELES,34.0331,-118.1666,2025-06-03,,1
1641838,L & L Meat Market  ,Convenience Store,5300,S Hoover St,,Los Angeles,CA,90037,3734,LOS ANGELES,33.99403,-118.287,2025-06-02,,1
1647271,7 Eleven Store 37175 B  ,Convenience Store,3523,E 1st St,,Los Angeles,CA,90063,4101,LOS ANGELES,34.03637,-118.1916,2025-06-02,,1
1130711,El Rancho Grocery Market  ,Convenience Store,960,Vine St, ,Los Angeles,CA,90038,2714,LOS ANGELES,34.08828,-118.3266,2025-05-30,2025-07-30,1
1643462,Rene's Meat Market & Bakery  ,Medium Grocery Store,4400,Avalon Blvd,,Los Angeles,CA,90011,5627,LOS ANGELES,34.00367,-118.265,2025-05-29,,3
1644775,JK Bargain  ,Convenience Store,1901,W 8th St,Ste A,Los Angeles,CA,90057,4921,LOS ANGELES,34.05433,-118.2757,2025-05-27,,1
868927,Union Liquor Market  ,Convenience Store,1703,Beverly Blvd,,Los Angeles,CA,90026,5401,LOS ANGELES,34.06498,-118.266,2025-05-27,,1
1650269,Happys Market  ,Convenience Store,2904,Tweedy Blvd,,South Gate,CA,90280,5641,LOS ANGELES,33.94571,-118.2203,2025-05-27,,1
1634934,K Healing  ,Combination Grocery/Other,3250,W Olympic Blvd,Ste 225,Los Angeles,CA,90006,2368,LOS ANGELES,34.05244,-118.3078,2025-05-23,,2
1642971,Dino Mart  ,Convenience Store,1302,E Slauson Ave,,Los Angeles,CA,90011,4949,LOS ANGELES,33.98891,-118.2516,2025-05-22,,1
1647695,Storm And Raad Inc  ,Convenience Store,5835,S Figueroa St,,Los Angeles,CA,90003,1061,LOS ANGELES,33.98872,-118.2831,2025-05-22,,1
1638223,Snack & Daily Essentials  ,Convenience Store,6001,S Vermont Ave,,Los Angeles,CA,90044,3760,LOS ANGELES,33.98555,-118.2918,2025-05-21,,1
1645163,Angels Market and Tobacco #2  ,Medium Grocery Store,8301,S Vermont Ave,Ste D,Los Angeles,CA,90044,3470,LOS ANGELES,33.96337,-118.2925,2025-05-20,,3
1645250,"Yjc Imperial Gas Station, Inc.  ",Convenience Store,11400,S Vermont Ave,,Los Angeles,CA,90044,6520,LOS ANGELES,33.93066,-118.2912,2025-05-20,,1
1647462,Nena Mini Store  ,Convenience Store,121,E 23rd St,,Los Angeles,CA,90011,1014,LOS ANGELES,34.02722,-118.2664,2025-05-20,,1
1146111,Sahag's Basturma Sandwich Shop  ,Combination Grocery/Other,5183,W Sunset Blvd,,Los Angeles,CA,90027,5715,LOS ANGELES,34.09838,-118.3028,2025-05-19,,2
1642031,Quickmart  ,Convenience Store,2171,W Florence Ave,,Los Angeles,CA,90047,2141,LOS ANGELES,33.97486,-118.3175,2025-05-19,,1
1646872,Twins Fruit Market  ,Convenience Store,7411,Crockett Blvd,,Los Angeles,CA,90001,2725,LOS ANGELES,33.97296,-118.237,2025-05-19,,1
1648054,Bargain F Inc  ,Convenience Store,720,N Western Ave,,Los Angeles,CA,90029,3726,LOS ANGELES,34.08417,-118.3088,2025-05-16,,1
1648833,El Fuerte Market  ,Convenience Store,2901,E 1st St,,Los Angeles,CA,90033,3637,LOS ANGELES,34.04109,-118.2033,2025-05-16,,1
1647995,Westside Nr Liquor Mart  ,Convenience Store,12012,W Washington Blvd,Ste 6,Los Angeles,CA,90066,5893,LOS ANGELES,33.99735,-118.4225,2025-05-13,,1
1646256,La Bodega  ,Convenience Store,458,E 4th St,,Los Angeles,CA,90013,1604,LOS ANGELES,34.04501,-118.2421,2025-05-07,,1
1634143,Los Paisas Mini Mart  ,Convenience Store,6618,Holmes Ave,,Los Angeles,CA,90001,2130,LOS ANGELES,33.97906,-118.2409,2025-05-07,2025-11-26,1
1641975,Lucky 5 Liquor  ,Convenience Store,2876,W Alondra Blvd,,Compton,CA,90220,3349,LOS ANGELES,33.88578,-118.2598,2025-05-07,,1
1247182,Mercado El Oaxaqueno LLC ,Medium Grocery Store,263,S Alexandria Ave,,Los Angeles,CA,90004,5503,LOS ANGELES,34.06926,-118.2982,2025-05-06,,3
1641996,Dat Moi Market  ,Super Store,14415,Crenshaw Blvd,,Gardena,CA,90249,3142,LOS ANGELES,33.90067,-118.3266,2025-05-05,,3
1646870,Rainbow Acres Natural Foods  ,Combination Grocery/Other,13208,W Washington Blvd,,Los Angeles,CA,90066,5106,LOS ANGELES,33.9932,-118.4416,2025-05-05,,2
1648145,7 Eleven Store 18897 D  ,Convenience Store,11656,Wilshire Blvd,,Los Angeles,CA,90025,1705,LOS ANGELES,34.04963,-118.4601,2025-05-05,,1
1639920,Cedars Meat Market & Grill  ,Medium Grocery Store,4846,Florence Ave,Ste A103,Bell,CA,90201,4391,LOS ANGELES,33.96892,-118.1804,2025-05-02,,3
1644893,Side Quest Convenience  ,Convenience Store,5285,W Pico Blvd,,Los Angeles,CA,90019,4043,LOS ANGELES,34.04855,-118.3535,2025-05-01,2025-08-27,1
1647212,Tequila Ranch #2  ,Convenience Store,2482,S Atlantic Blvd,,Commerce,CA,90040,1263,LOS ANGELES,34.00236,-118.1686,2025-04-30,,1
268829,Natraliart Food Market No,Small Grocery Store,3426,W Washington Blvd,,Los Angeles,CA,90018,1252,LOS ANGELES,34.03964,-118.3223,2025-04-28,,2
1649176,7-Eleven 34491H,Convenience Store,3791,Mlk Jr Blvd, ,Lynwood,CA,90262,3507,LOS ANGELES,33.92857,-118.1997,2025-04-25,2025-07-30,1
1629005,Florence Market LLC  ,Convenience Store,1614,W Florence Ave,,Los Angeles,CA,90047,2217,LOS ANGELES,33.97438,-118.3053,2025-04-24,,1
1642177,A1 Tobacco Mart  ,Convenience Store,1301,E Rosecrans Ave,Ste 102,Compton,CA,90221,2263,LOS ANGELES,33.90385,-118.2096,2025-04-24,,1
1649005,7-Eleven 37062H,Convenience Store,7117,S Vermont Ave, ,Los Angeles,CA,90044,5248,LOS ANGELES,33.97499,-118.2922,2025-04-24,2025-09-18,1
1387817,Latinos Market 1  ,Convenience Store,7601,Otis Ave,,Cudahy,CA,90201,5024,LOS ANGELES,33.96721,-118.1944,2025-04-24,,1
1649010,7-Eleven 37754H,Convenience Store,1717,S Soto St, ,Los Angeles,CA,90023,2637,LOS ANGELES,34.01751,-118.2204,2025-04-24,2025-09-24,1
1649017,7-Eleven 38096H,Convenience Store,5320,S Vermont Ave, ,Los Angeles,CA,90037,3530,LOS ANGELES,33.99353,-118.2912,2025-04-24,,1
1649018,7-Eleven 41239H,Convenience Store,348,W Arbor Vitae St, ,Inglewood,CA,90301,3752,LOS ANGELES,33.95235,-118.3611,2025-04-24,2025-09-25,1
1541083,7 Eleven Store 37200 B  ,Convenience Store,10840,Garfield Ave,,South Gate,CA,90280,7330,LOS ANGELES,33.93016,-118.1677,2025-04-21,,1
1633051,La Vecina  ,Convenience Store,628,N Avenue 64,,Los Angeles,CA,90042,2822,LOS ANGELES,34.11948,-118.1783,2025-04-21,2025-08-27,1
1641332,Mirandas Mini Market  ,Convenience Store,4122,Whittier Blvd,,Los Angeles,CA,90023,2502,LOS ANGELES,34.02368,-118.1818,2025-04-18,,1
1170563,Han's Market  ,Convenience Store,10400,California Ave,,South Gate,CA,90280,6508,LOS ANGELES,33.93893,-118.2079,2025-04-17,,1
1642330,Stadium Liquor  ,Convenience Store,420,N la Brea Ave,,Inglewood,CA,90302,3409,LOS ANGELES,33.96866,-118.3549,2025-04-17,,1
1477829,Bobby's Liquor ,Convenience Store,4161,W Washington Blvd,,Los Angeles,CA,90018,1055,LOS ANGELES,34.04012,-118.3301,2025-04-17,,1
1641863,Angie Liquor Market  ,Convenience Store,3372,E Gage Ave,,Huntington Park,CA,90255,5531,LOS ANGELES,33.97972,-118.2049,2025-04-16,,1
1641057,Estrada Mini Market  ,Medium Grocery Store,8001,S San Pedro St,,Los Angeles,CA,90003,2630,LOS ANGELES,33.96689,-118.2698,2025-04-15,,3
1642812,World Famous Market 1,Medium Grocery Store,7954,Florence Ave, ,Downey,CA,90240,3855,LOS ANGELES,33.95377,-118.1306,2025-04-15,,3
1385389,Hopes Liquor Market  ,Convenience Store,1216,W 7th St,,Los Angeles,CA,90017,2362,LOS ANGELES,34.05159,-118.2666,2025-04-14,,1
1303695,Arcoiris 98 Cent Store  ,Convenience Store,3011,Wabash Ave,,Los Angeles,CA,90063,2717,LOS ANGELES,34.05001,-118.1965,2025-04-11,,1
1641320,West Los Angeles College Store  ,Convenience Store,9000,Overland Ave,,Culver City,CA,90230,3500,LOS ANGELES,34.00323,-118.3861,2025-04-10,,1
1643156,7 Eleven Store 39872 B  ,Convenience Store,1234,Wilshire Blvd.,Unit 101,Los Angeles,CA,90017, ,LOS ANGELES,34.05308,-118.2661,2025-04-10,,1
